name,categories,subcategories,regions,online_redeem,voucher_min,voucher_max,top_products,url
הצנחניה,חוויות,חוויות אקסטרים,צפון|הגליל והגולן,no,1,1500,"צניחה חופשית מגובה 9,000 רגל (850); צניחה + צילום גובה 11,000 רגל אמצ""ש (1600); צניחה חופשית מגובה 11,000 רגל (1250)",https://buyme.co.il/supplier/1737743
Gali,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות|נעליים ותיקים,"ת""א והסביבה|ירושלים והסביבה|חיפה והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,,,,https://buyme.co.il/supplier/6886
TIMBERLAND,אופנה ושופינג,בגדי ילדים ותינוקות|נעליים ותיקים,"ת""א והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,,,,https://buyme.co.il/supplier/1657927
מלון דניאל וספא שיזן הרצליה,ספא וימי כיף|מלונות ונופש|לגוף ולנפש,מלונות יוקרה|ספא וימי כיף,"ת""א והסביבה|מרכז",no,1,1401,חבילת ספא | SHIZEN BREAK (500); חבילת ספא | MAGICAL EXPERIENCE (960); חבילת לינה | DANIEL NIGHT (900),https://buyme.co.il/supplier/1058572
DKNY,אופנה ושופינג,,,no,,,,https://buyme.co.il/supplier/17573411
Eats Cafeteria,מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,ארוחת בוקר מפנקת (190),https://buyme.co.il/supplier/17573432
Eureka Workshop,מחבקים מילואימניקים|חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,"ת""א והסביבה",no,1,1500,Eureka Workshop- סדנה זוגית לפיתוח חשיבה יצירתית (1450); Eureka Workshop- סדנת פיתוח חשיבה יצירתית פרטית לאירועים (2350); Eureka Workshop- סדנה פתוחה לפיתוח חשיבה יצירתית (540),https://buyme.co.il/supplier/17573405
FOOD TERMINAL,מסעדות וקולינריה,מסעדות ומזון מהיר,מרכז|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573427
Gaby's,אופנה ושופינג,תכשיטים ושעונים,סניפים בפריסה ארצית|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573429
MY BABY,חוויות|תינוקות וילדים,גיפט קארד לחוויות משותפות,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573331
The Line 9- אופנה נשים יומיומית,אופנה ושופינג,אופנת בוטיק ישראלית,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573380
TOPTEN,אופנה ושופינג,,"ת""א והסביבה|מרכז|צפון|דרום|ירושלים והסביבה|חיפה והסביבה|השרון והסביבה|אילת והערבה|סניפים בפריסה ארצית",no,,,,https://buyme.co.il/supplier/17573372
Woman- מהפיכת הטיפוח הביתי,,,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573433
אוריה עזרן,אופנה ושופינג,אופנת בוטיק ישראלית,"מודיעין, השפלה והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573439
YVES ROCHER,טיפוח ויופי,,סניפים בפריסה ארצית|מימוש אונליין,yes,,,,https://buyme.co.il/supplier/17573364
אלון שבו,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573342
בירה קלוצמן,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,סניפים בפריסה ארצית,no,1,1500,מארז בירות והפתעות מהפרדס (289); הכירו את הקלוצמנים (166),https://buyme.co.il/supplier/17573306
2BREAK,חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,"ת""א והסביבה",no,1,1500,חבילת ניפוץ זוגית (360),https://buyme.co.il/supplier/17573384
חמדתיה,מלונות ונופש,"וילות, צימרים ואירוח",צפון|הגליל והגולן,no,1,1500,אירוח לזוג לשני לילות בסוף שבוע (2800); אירוח לזוג באמצע השבוע (1200),https://buyme.co.il/supplier/17573421
יקב בזק,מחבקים מילואימניקים|מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,אירוח בחצר היקב (320); סלסלת פיקניק שיק (340); GENESIS BOX עד הבית (355),https://buyme.co.il/supplier/17573297
יקב גוש עציון,מחבקים מילואימניקים|מסעדות וקולינריה|חוויות,יקבים ומבשלות|מסעדות כשרות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,ירושלים והסביבה,no,1,1500,יין ללא תחתית + פלטת גבינות לזוג (200); סיור זוגי (110); מארז קלאסי עד הבית (300),https://buyme.co.il/supplier/17573418
יקב חיטים,מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573302
יקב תל שיפון,מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,הגליל והגולן|צפון,no,1,1500,סלסלת פינוקים של יקב תל שיפון (300),https://buyme.co.il/supplier/17573436
כיף האוס,חוויות,גיפט קארד לחוויות משותפות,השרון והסביבה,no,1,1500,כרטיס יחיד (80); חבילה קבוצתית (280),https://buyme.co.il/supplier/17573419
זמארין,ספא וימי כיף|מלונות ונופש|לגוף ולנפש,מלונות בוטיק|ספא וימי כיף,צפון|חיפה והסביבה,no,1,1500,חבילת דלוקס כולל ארוחת בוקר באמצע שבוע (1470); חבילת סופיריור כולל ארוחת בוקר באמצע שבוע (1100); חבילת פרימיום- יום כיף באמצע שבוע (1300),https://buyme.co.il/supplier/17573423
מלכת הבירה,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,סניפים בפריסה ארצית,no,1,1500,פקקיר- מתקן לאיסוף פקקי בירה (259); מארז מהגמדים עד הבית (239); המדריך לבירה עד הבית (330),https://buyme.co.il/supplier/15369897
מסעדת בוצ'רי דה ברילוצ'ה,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,"ת""א והסביבה|מרכז",no,1,1500,ארוחת טעימות בשרים ארגנטינאית זוגית (595); ארוחת קרניבורים זוגית (795),https://buyme.co.il/supplier/17573307
Imahot,תינוקות וילדים|אופנה ושופינג,,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573410
מסעדת גסטה,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,הגליל והגולן|צפון,no,1,1500,,https://buyme.co.il/supplier/17573399
מסעדת טגלוס,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573398
LUNEL,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,ארוחת ערב זוגית (450); ארוחת בוקר זוגית (138),https://buyme.co.il/supplier/17573329
מסעדת סמוראיו,מסעדות וקולינריה,מסעדות ומזון מהיר,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573422
Poupe'e,מסעדות וקולינריה,מסעדות שף,"ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/13302410
מסעדת פיאצה גרנדה,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,"ת""א והסביבה",no,1,1500,חבילה משפחתית ל-4 סועדים (420); חבילה זוגית פיצה ובירה (200),https://buyme.co.il/supplier/17573376
מסעדת קפטן הוק,מסעדות וקולינריה,מסעדות ומזון מהיר,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573317
נולה,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|מסעדות כשרות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,השרון והסביבה,no,1,1500,מרישיקש עד בנגלור (300); מרומא עד סיציליה (300); סדנת בישול תאילנדי בניחוח ישראלי ליחיד (440),https://buyme.co.il/supplier/17573457
נירוונה,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,חבילת ספא נירוונה זוגית (620); חבילה זוגית מפנקת - לוטוס (880); חבילת ספא ראש (330),https://buyme.co.il/supplier/17573294
נעה עינת,מסעדות וקולינריה|חוויות|סדנאות והעשרה|לגוף ולנפש,חוויות קולינריות|גיפט קארד לחוויות משותפות|חוויות קולינריות|סדנאות והעשרה|סדנאות וקורסים|סדנאות והעשרה,מרכז,no,1,1500,סדנה פרטית ל-4 משתפים (2400); סדנת אפייה זוגית פרטית (1900); סדנת בישול ואפייה איטלקית משפחתית (4800),https://buyme.co.il/supplier/17573374
סימונצ'ו קייקס,מסעדות וקולינריה,"בתי קפה|קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה",no,1,1500,טארט שוקולד נוגט (130); טארט קרם וניל עם פירות יער (130),https://buyme.co.il/supplier/17573330
ספרינקלס בייקרי,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה",no,1,1500,מארז קאפקייקס ומקרון (180); 8 יחידות קאפקייקס (150),https://buyme.co.il/supplier/17573339
פאנקי פיש מתנות חוויתיות,סדנאות והעשרה|תרבות ופנאי|לבית,העשרה|טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573322
קפה בוקה,מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,מגש טבעוני קפה בוקה (69); מגש בורקס (56); מגש בוקה (69),https://buyme.co.il/supplier/17573420
אנו,,,"ת""א והסביבה|מרכז",no,1,1500,שובר זוגי לאנו- מוזיאון העם היהודי (108),https://buyme.co.il/supplier/1966814
ONE PROJECT,אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ספורט,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573471
גן סטודיו,סדנאות והעשרה|תרבות ופנאי|לבית,העשרה|סדנאות וקורסים|טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,סדנת טראצו ליחיד (350); סדנת ציור - אקריליק על קנבס ליחיד (260),https://buyme.co.il/supplier/17573468
מסעדת תבל- התבלין שבתוכה,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,צפון,no,1,1500,,https://buyme.co.il/supplier/17573474
נעם גונן- לגדול דרך תנועה,סדנאות והעשרה|לגוף ולנפש|תינוקות וילדים,יועצים|סדנאות וקורסים|סדנאות והעשרה|ייעוץ וסדנאות להורים,"ת""א והסביבה",no,1,1500,יציאה מגיל הניוברן לגיל הדעת (330); מפגש אישי עם נעם גונן (750); סדנת סוד הקסם של הNEWBORN (330),https://buyme.co.il/supplier/17573466
Crown club,ספא וימי כיף|מלונות ונופש|לגוף ולנפש,ספא וימי כיף,הגליל והגולן|צפון,no,1,1500,עיסוי - זוגי + שימוש במתקנים - 45 דקות (650); עיסוי - יחיד + שימוש במתקנים- 45 דקות (325); עיסוי - זוגי + שימוש במתקנים- 30 דקות (480),https://buyme.co.il/supplier/17573478
קונדיטורית טיבי,מסעדות וקולינריה,"בתי קפה|קונדיטוריות, קינוחים ומתוקים|מסעדות כשרות",צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573467
המעשנה,מסעדות וקולינריה,מסעדות ומזון מהיר,מרכז|השרון והסביבה,no,1,1001,הזמנה זוגית לסעודת קרניבורים (650); הזמנה זוגית לסעודה הרביעית (490),https://buyme.co.il/supplier/1237492
Solog,תינוקות וילדים|אופנה ושופינג,בגדי ילדים ותינוקות|בגדי ילדים ותינוקות,"חיפה והסביבה|ירושלים והסביבה|דרום|צפון|מרכז|ת""א והסביבה|סניפים בפריסה ארצית",no,,,,https://buyme.co.il/supplier/6887
מגדל דוד,,,ירושלים והסביבה,no,1,1500,כרטיס כניסה יחיד למוזיאון - מבוגר (55); כרטיס כניסה יחיד למוזיאון - ילד (35); כניסה זוגית למוזיאון (110),https://buyme.co.il/supplier/2870752
מקס ברנר עד הבית,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",סניפים בפריסה ארצית,no,,,,https://buyme.co.il/supplier/12030762
מלון קוקו,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה|מרכז",no,1,1500,חבילת שני משוגעים (850); שני לילות במלון קוקו (1800); אירוח זוגי בכל ימות השבוע (1350),https://buyme.co.il/supplier/1420627
גל שוקרון,חוויות|סדנאות והעשרה|לגוף ולנפש,גיפט קארד לחוויות משותפות|סדנאות והעשרה|סיורים |סדנאות והעשרה,"ת""א והסביבה|חיפה והסביבה",no,1,1500,סיור אופנה ועיצוב בנחלת בנימין (205); סיור אופנה ועיצוב ביפו (205); סיור אופנה ועיצוב בגן החשמל (205),https://buyme.co.il/supplier/8713169
John Boy,טיפוח ויופי|אופנה ושופינג,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573506
יקב שדות,מסעדות וקולינריה|חוויות,יקבים ומבשלות|גיפט קארד לחוויות משותפות|יקבים ומבשלות,צפון|הגליל והגולן,no,1,1500,,https://buyme.co.il/supplier/17573492
MISHKA,אופנה ושופינג,תכשיטים ושעונים,השרון והסביבה|מרכז|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573490
מסעדת JOY גריל האוס,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573487
MEZE,מסעדות וקולינריה,מסעדות ומזון מהיר,צפון|חיפה והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573507
קונדיטוריית שני,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים",מרכז|צפון|חיפה והסביבה,no,1,1500,עוגת טורט עגולה ובלון הליום גדול (169),https://buyme.co.il/supplier/17573502
WE BAGS,מחבקים מילואימניקים|אופנה ושופינג,נעליים ותיקים,מימוש אונליין,yes,1,1500,סט מזוודות TROOPER MAUI (600),https://buyme.co.il/supplier/17573495
Minene,תינוקות וילדים,טקסטיל ועיצוב חדרי ילדים,"ת""א והסביבה|מודיעין, השפלה והסביבה|ירושלים והסביבה|חיפה והסביבה|אשקלון, אשדוד והסביבה|הנגב|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/1340489
POWER HOUSE,לגוף ולנפש,אימוני כושר,"ת""א והסביבה|מרכז",no,1,1001,חבילת 20 אימונים (1600); חבילת 10 אימונים (900); חבילת 5 אימונים (600),https://buyme.co.il/supplier/1699839
ספא מטה במדבר,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,הנגב|דרום,no,1,1500,חבילת זהב זוגית (600); חבילת פלטינום זוגית (800); חבילת זהב זוגית - ערב (680),https://buyme.co.il/supplier/799163
FLY AWAY,חוויות,גיפט קארד לחוויות משותפות|חוויות אקסטרים,צפון|דרום,no,1,1500,טיסה זוגית בכדור פורח בסוף שבוע (1540); טיסה זוגית בכדור פורח באמצע שבוע (1240); טיסה ליחיד בכדור פורח בסוף שבוע (770),https://buyme.co.il/supplier/17573528
JUV activewear,אופנה ושופינג,אופנת בוטיק ישראלית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573520
Vintage Original,אופנה ושופינג,משקפיים,"ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573518
AHAVA,טיפוח ויופי,,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573525
ארמאנני ספא,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"דרום|אשקלון, אשדוד והסביבה",no,1,1500,עיסוי קלאסי 45 דקות ליחיד באמצע שבוע (360); עיסוי קלאסי 45 דקות ליחיד בסוף שבוע וחגים (400); עיסוי קלאסי 45 דקות ליחיד וארוחת בוקר באמצע שבוע (430),https://buyme.co.il/supplier/17573529
הדרומית,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,הנגב|דרום,no,1,1500,,https://buyme.co.il/supplier/17573516
הרצאות מהכורסא,,,סניפים בפריסה ארצית,no,1,1500,סדרה בת 4 הרצאות + 3 מתנה (195); סדרה בת 8 הרצאות + 3 מתנה (285); מנוי לחמישה חודשים לצפיה ללא הגבלה (595),https://buyme.co.il/supplier/17573521
מסעדת גורג' אנד ברדרס,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573536
פרלינים- שוקולד זה מתנה,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים","מרכז|מודיעין, השפלה והסביבה|סניפים בפריסה ארצית",no,1,1500,שוקובומב (179); מארז שוקו'ס מפנקים (210); מארז 24 פרלינים עם הקדשה מתוקה (204),https://buyme.co.il/supplier/17573535
אומנות המגע במים,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,צפון|חיפה והסביבה,no,1,1500,וואטסו הריון אישי (440); טיפול וואטסו אישי (440); טיפול זוגי לבחירה וואטסו/וואטרדאנס במים. (850),https://buyme.co.il/supplier/5725226
Rev Optic,אופנה ושופינג,משקפיים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573526
Leonidas,מסעדות וקולינריה,"קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573527
תכשיטי חביב,אופנה ושופינג,תכשיטים ושעונים,הנגב|דרום|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573515
INTOTO,,,סניפים בפריסה ארצית,no,1,1500,עשר שעות קרדיט (1600); חמש שעות קרדיט (850); חבילת הכרות (380),https://buyme.co.il/supplier/17573550
LAVAN,לבית,טקסטיל ועיצוב הבית,"מרכז|ת""א והסביבה",no,,,,https://buyme.co.il/supplier/17573547
חנות בוטיק AYO,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573548
PETEAT,לבית,חיות מחמד,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573534
ריסטרט לאמהות,מלונות ונופש|תינוקות וילדים,,,no,1,1500,חופשת זוגות עם התינוק (4469); חופשת אימהות ובייביז (5690); שירות אחות לילה עד הבית (1690),https://buyme.co.il/supplier/17573544
דיאדה,,,"ת""א והסביבה|מרכז",no,1,1500,,https://buyme.co.il/supplier/162720
רשת למטייל,לגוף ולנפש|אופנה ושופינג,ציוד ספורט ואקסטרים|נעליים ותיקים,"ת""א והסביבה|השרון והסביבה|ירושלים והסביבה|חיפה והסביבה|מרכז|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/1722188
מקס ברנר,מסעדות וקולינריה,"בתי קפה|קונדיטוריות, קינוחים ומתוקים","ת""א והסביבה|מרכז|חיפה והסביבה|השרון והסביבה",no,1,1500,SHARING- מנת טעימות זוגית (174); ארוחת בוקר זוגית בסטייל מקס ברנר נתניה (169),https://buyme.co.il/supplier/266218
ספא ומלון ברדיצ'בסקי,ספא וימי כיף|מלונות ונופש|לגוף ולנפש,מלונות בוטיק|ספא וימי כיף,"ת""א והסביבה|מרכז",no,1,1500,לילה זוגי ועיסוי מפנק בסוף השבוע (1449); יום פינוק בהוטל B (680); טיפול ספא זוגי (490),https://buyme.co.il/supplier/349578
ALLSAINTS,אופנה ושופינג,,מרכז,no,,,,https://buyme.co.il/supplier/17573556
Assemblage Boutique Hotel,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה",no,1,1500,לילה זוגי מפנק ועיסוי זוגי (1500); עיסוי ליחיד (390); עיסוי זוגי (690),https://buyme.co.il/supplier/17573567
Camel Mountain,אופנה ושופינג,,"מודיעין, השפלה והסביבה|מרכז|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/16574613
Freefit,לגוף ולנפש,אימוני כושר,מרכז|סניפים בפריסה ארצית,no,1,1500,"200 ש""ח להטענה (200); 300 ש""ח להטענה (300); 400 ש""ח להטענה (400)",https://buyme.co.il/supplier/17573583
RONA CLOGS,אופנה ושופינג,אופנת בוטיק ישראלית|נעליים ותיקים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573488
"ShareSpa- מלון Gordon Beach ת""א",ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,"ת""א והסביבה|מרכז|מימוש אונליין",yes,1,1500,"עיסוי ליחיד למשך 45 דקות בShareSpa- מלון Gordon Beach ת""א (390); עיסוי זוגי למשך 45 דקות בבShareSpa- מלון Gordon Beach ת""א (780); עיסוי זוגי למשך 45 דקות וארוחת בוקר במסעדה (920)",https://buyme.co.il/supplier/10023774
Oomai Urban Sushi,מסעדות וקולינריה,מסעדות ומזון מהיר|חנויות קולינריה ואלכוהול,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573572
Alonella,מלונות ונופש,"וילות, צימרים ואירוח",צפון|חיפה והסביבה,no,1,1500,לילה באמצע שבוע (2890); שני לילות באמצע שבוע (4500); פינוק זוגי בסוויטה (5900),https://buyme.co.il/supplier/17573588
6 במאי,מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573555
בר שר המשקאות,מסעדות וקולינריה|חוויות,חנויות קולינריה ואלכוהול,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573575
WORD by story,אופנה ושופינג,,"ת""א והסביבה|צפון|חיפה והסביבה|השרון והסביבה|אילת והערבה",no,,,,https://buyme.co.il/supplier/17573554
גורו זוזו,חוויות,גיפט קארד לחוויות משותפות,"ת""א והסביבה|ירושלים והסביבה|חיפה והסביבה",no,1,1500,חווית קצב אורבנית לזוג (300); חווית קצב אורבנית (150),https://buyme.co.il/supplier/13821549
חנות - משקפיים,אופנה ושופינג,משקפיים,השרון והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573574
MASKIT,אופנה ושופינג,אופנת בוטיק ישראלית,"מרכז|ת""א והסביבה|השרון והסביבה|סניפים בפריסה ארצית",no,1,1500,,https://buyme.co.il/supplier/17573584
משק אחיה,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,ירושלים והסביבה,no,1,1500,,https://buyme.co.il/supplier/17573573
מתחת לעץ,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה,"מרכז|ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573565
צ'ימיגג,לגוף ולנפש,ציוד ספורט ואקסטרים,ירושלים והסביבה|מימוש אונליין,no,1,1500,,https://buyme.co.il/supplier/17573549
שילה הקדומה,חוויות,גיפט קארד לחוויות משותפות,מרכז,no,1,1500,,https://buyme.co.il/supplier/17573577
קאלמה ספא,ספא וימי כיף|לגוף ולנפש,ספא וימי כיף,מרכז,no,1,1500,Dos Calma- קלמה רמת גן (950); טיפול משולב ליחיד- קלמה רמת גן (380); טיפול משולב זוגי- קלמה רמת גן (730),https://buyme.co.il/supplier/17573327
KoH Thai - התאילנדית בסמילנסקי,מסעדות וקולינריה,מסעדות שף|מסעדות ומזון מהיר,הנגב|דרום,no,1,1500,,https://buyme.co.il/supplier/17573594
XRAY,אופנה ושופינג,משקפיים,"ת""א והסביבה|מרכז|מימוש אונליין",yes,1,1500,,https://buyme.co.il/supplier/17573603
Spices Online,מסעדות וקולינריה|לבית,חנויות קולינריה ואלכוהול|כלי בישול ומטבח,"ת""א והסביבה|מרכז|השרון והסביבה",no,1,1001,,https://buyme.co.il/supplier/2438457
DARYA,לבית,טקסטיל ועיצוב הבית,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573591
INTER JEANS BY NYOU,אופנה ושופינג,בגדי ילדים ותינוקות,סניפים בפריסה ארצית,no,,,,https://buyme.co.il/supplier/17573599
PURE,לגוף ולנפש,אימוני כושר,חיפה והסביבה,no,1,1500,שיעור בודד בסטודיו לבחירתך (80); כרטיסייה של חמישה שיעורים (375); כרטיסייה של עשרה שיעורים (700),https://buyme.co.il/supplier/17573611
REPLAY,אופנה ושופינג,בגדי ילדים ותינוקות,"ת""א והסביבה|השרון והסביבה|ירושלים והסביבה|חיפה והסביבה|אילת והערבה|צפון|דרום|סניפים בפריסה ארצית|מימוש אונליין",yes,,,,https://buyme.co.il/supplier/17573595
STEVE MADDEN,אופנה ושופינג,נעליים ותיקים,"ת""א והסביבה|חיפה והסביבה|אשקלון, אשדוד והסביבה|מרכז|צפון|סניפים בפריסה ארצית|מימוש אונליין",yes,,,,https://buyme.co.il/supplier/17573596
Donna Victoria,אופנה ושופינג,הלבשה תחתונה,צפון|סניפים בפריסה ארצית|מימוש אונליין,no,1,1500,,https://buyme.co.il/supplier/17573608
טאטי ביסטרו,מסעדות וקולינריה,מסעדות ומזון מהיר,מרכז,no,1,1500,,https://buyme.co.il/supplier/17573613
Timothy Cafe,מסעדות וקולינריה,בתי קפה,"ת""א והסביבה",no,1,1500,קפה ומאפה (30); קפה וכריכון בוקר (38); ארוחת בוקר זוגית (122),https://buyme.co.il/supplier/17573605
Modibodi,אופנה ושופינג,הלבשה תחתונה,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573600
קיוטו נאי ראשון לציון,מסעדות וקולינריה,מסעדות ומזון מהיר|מסעדות כשרות,"מרכז|מודיעין, השפלה והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573614
תמר שיין פז,סדנאות והעשרה|לגוף ולנפש|תינוקות וילדים,יועצים|סדנאות וקורסים|סדנאות והעשרה|ייעוץ וסדנאות להורים,"ת""א והסביבה",no,1,1500,הכנה להורות (850); עיבוד חווית הלידה (1200); סדרת מפגשי ליווי לאמהות הראשונית (2200),https://buyme.co.il/supplier/17573607
RUBY BAY,אופנה ושופינג,,"מרכז|ת""א והסביבה",no,,,,https://buyme.co.il/supplier/17573636
מסעדת קרודו חיפה,מסעדות וקולינריה,מסעדות שף,צפון|חיפה והסביבה,no,1,1500,פינוק זוגי (190),https://buyme.co.il/supplier/17573617
קפה 65,,,"ת""א והסביבה",no,,,,https://buyme.co.il/supplier/17573640
קפה בקסטייג',,,"ת""א והסביבה",no,,,,https://buyme.co.il/supplier/17573641
קפה מרקט האוס,,,"ת""א והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573642
TES- Leather Bags,אופנה ושופינג,נעליים ותיקים,מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573643
ימה קצבית דגים של שף יובל בן נריה,מסעדות וקולינריה,חנויות קולינריה ואלכוהול,"מרכז|ת""א והסביבה",no,1,1500,טעימות מהים (458); דואט ימי (488),https://buyme.co.il/supplier/17573652
קמפאי סטריט ווק,מסעדות וקולינריה,מסעדות ומזון מהיר,דרום|מימוש אונליין,yes,1,1500,,https://buyme.co.il/supplier/17573645
Loginn,מלונות ונופש,מלונות בוטיק,"ת""א והסביבה",no,1,1500,חבילת מלון וספא בלב תל אביב (1500); חבילת אקסטרים (1300); החבילה הקולינרית (900),https://buyme.co.il/supplier/17573650
משקפי OBO,אופנה ושופינג,משקפיים,"ת""א והסביבה|השרון והסביבה",no,1,1500,,https://buyme.co.il/supplier/17573651
Zionacafe,מסעדות וקולינריה,מסעדות ומזון מהיר|בתי קפה,"מרכז|ת""א והסביבה|מודיעין, השפלה והסביבה",no,1,1001,,https://buyme.co.il/supplier/762589
Burger King,מסעדות וקולינריה,מסעדות ומזון מהיר,סניפים בפריסה ארצית,no,1,1500,,https://buyme.co.il/supplier/17573649
CHI CHI,מסעדות וקולינריה,מסעדות ומזון מהיר,הנגב|דרום,no,1,1500,,https://buyme.co.il/supplier/17573679
